image,class,split
COCO/test2017/000000113339.jpg,0,test
COCO/test2017/000000515157.jpg,0,test
COCO/test2017/000000297259.jpg,0,test
COCO/test2017/000000494120.jpg,0,test
COCO/test2017/000000123440.jpg,0,test
COCO/test2017/000000020099.jpg,0,test
COCO/test2017/000000258227.jpg,0,test
COCO/test2017/000000124610.jpg,0,test
COCO/test2017/000000438565.jpg,0,test
COCO/test2017/000000479224.jpg,0,test
COCO/test2017/000000068768.jpg,0,test
COCO/test2017/000000460173.jpg,0,test
COCO/test2017/000000552255.jpg,0,test
COCO/test2017/000000209344.jpg,0,test
COCO/test2017/000000029938.jpg,0,test
COCO/test2017/000000438733.jpg,0,test
COCO/test2017/000000281460.jpg,0,test
COCO/test2017/000000412264.jpg,0,test
COCO/test2017/000000517157.jpg,0,test
COCO/test2017/000000053991.jpg,0,test
COCO/test2017/000000570149.jpg,0,test
COCO/test2017/000000219773.jpg,0,test
COCO/test2017/000000480596.jpg,0,test
COCO/test2017/000000249731.jpg,0,test
COCO/test2017/000000001124.jpg,0,test
COCO/test2017/000000249305.jpg,0,test
COCO/test2017/000000073360.jpg,0,test
COCO/test2017/000000472121.jpg,0,test
COCO/test2017/000000063432.jpg,0,test
COCO/test2017/000000246400.jpg,0,test
COCO/test2017/000000295880.jpg,0,test
COCO/test2017/000000084205.jpg,0,test
COCO/test2017/000000299819.jpg,0,test
COCO/test2017/000000023468.jpg,0,test
COCO/test2017/000000474686.jpg,0,test
COCO/test2017/000000275169.jpg,0,test
COCO/test2017/000000214722.jpg,0,test
COCO/test2017/000000569910.jpg,0,test
COCO/test2017/000000374528.jpg,0,test
COCO/test2017/000000504903.jpg,0,test
COCO/test2017/000000085832.jpg,0,test
COCO/test2017/000000210633.jpg,0,test
COCO/test2017/000000565089.jpg,0,test
COCO/test2017/000000146024.jpg,0,test
COCO/test2017/000000577360.jpg,0,test
COCO/test2017/000000084848.jpg,0,test
COCO/test2017/000000008993.jpg,0,test
COCO/test2017/000000173419.jpg,0,test
COCO/test2017/000000380004.jpg,0,test
COCO/test2017/000000235003.jpg,0,test
COCO/test2017/000000143658.jpg,0,test
COCO/test2017/000000076158.jpg,0,test
COCO/test2017/000000328506.jpg,0,test
COCO/test2017/000000353752.jpg,0,test
COCO/test2017/000000358364.jpg,0,test
COCO/test2017/000000233860.jpg,0,test
COCO/test2017/000000308835.jpg,0,test
COCO/test2017/000000317170.jpg,0,test
COCO/test2017/000000431307.jpg,0,test
COCO/test2017/000000161168.jpg,0,test
COCO/test2017/000000228903.jpg,0,test
COCO/test2017/000000080299.jpg,0,test
COCO/test2017/000000007609.jpg,0,test
COCO/test2017/000000568219.jpg,0,test
COCO/test2017/000000267617.jpg,0,test
COCO/test2017/000000067219.jpg,0,test
COCO/test2017/000000487209.jpg,0,test
COCO/test2017/000000283703.jpg,0,test
COCO/test2017/000000024114.jpg,0,test
COCO/test2017/000000422537.jpg,0,test
COCO/test2017/000000176535.jpg,0,test
COCO/test2017/000000505499.jpg,0,test
COCO/test2017/000000050793.jpg,0,test
COCO/test2017/000000140275.jpg,0,test
COCO/test2017/000000127685.jpg,0,test
COCO/test2017/000000552466.jpg,0,test
COCO/test2017/000000378316.jpg,0,test
COCO/test2017/000000545298.jpg,0,test
COCO/test2017/000000120050.jpg,0,test
COCO/test2017/000000193302.jpg,0,test
COCO/test2017/000000283623.jpg,0,test
COCO/test2017/000000248718.jpg,0,test
COCO/test2017/000000305345.jpg,0,test
COCO/test2017/000000066357.jpg,0,test
COCO/test2017/000000495063.jpg,0,test
COCO/test2017/000000242533.jpg,0,test
COCO/test2017/000000436832.jpg,0,test
COCO/test2017/000000234849.jpg,0,test
COCO/test2017/000000196181.jpg,0,test
COCO/test2017/000000025064.jpg,0,test
COCO/test2017/000000085049.jpg,0,test
COCO/test2017/000000551707.jpg,0,test
