image,class,split
OpenImagesDataset/test/1815ef2670315eb0.jpg,0,test
OpenImagesDataset/test/4612a6241a2be055.jpg,0,test
OpenImagesDataset/test/f165a323fe25b785.jpg,0,test
OpenImagesDataset/test/e0ab5ce26eb55a47.jpg,0,test
OpenImagesDataset/test/40851ad56d39de8e.jpg,0,test
OpenImagesDataset/test/208ecbee03fbe852.jpg,0,test
OpenImagesDataset/test/655024d9cc2e095a.jpg,0,test
OpenImagesDataset/test/f8d40d17ced6cd2b.jpg,0,test
OpenImagesDataset/test/2d0b2e9fe39a9f06.jpg,0,test
OpenImagesDataset/test/1ff39c91ee8ca81f.jpg,0,test
OpenImagesDataset/test/cb2fa60b50a5a531.jpg,0,test
OpenImagesDataset/test/b185e5f86d647f08.jpg,0,test
OpenImagesDataset/test/3ab70931985f806a.jpg,0,test
OpenImagesDataset/test/9fe005624077ebdf.jpg,0,test
OpenImagesDataset/test/e341e8b2e7208dde.jpg,0,test
OpenImagesDataset/test/5ad4a95fc72c63d0.jpg,0,test
OpenImagesDataset/test/4fab35e445ca85a2.jpg,0,test
OpenImagesDataset/test/40c73b1bdcf351ed.jpg,0,test
OpenImagesDataset/test/18e223eb7dd9b6c3.jpg,0,test
OpenImagesDataset/test/a2408dc64982a2bd.jpg,0,test
OpenImagesDataset/test/32126bec70755839.jpg,0,test
OpenImagesDataset/test/56fcc1e88f8a507a.jpg,0,test
OpenImagesDataset/test/8641019369e711bf.jpg,0,test
OpenImagesDataset/test/ac7bbb806662f5be.jpg,0,test
OpenImagesDataset/test/69cfab94ec4a9923.jpg,0,test
OpenImagesDataset/test/27e999c3af193d36.jpg,0,test
OpenImagesDataset/test/2351e8ef7d60e0a3.jpg,0,test
OpenImagesDataset/test/573cd2480457e201.jpg,0,test
OpenImagesDataset/test/0f6deca6dd38d0e3.jpg,0,test
OpenImagesDataset/test/2a3185f8c8126eb2.jpg,0,test
OpenImagesDataset/test/f444abe64f76c323.jpg,0,test
OpenImagesDataset/test/a4e479f552b400ae.jpg,0,test
OpenImagesDataset/test/41a914d4f94579ae.jpg,0,test
OpenImagesDataset/test/3176e7cb69461bfd.jpg,0,test
OpenImagesDataset/test/3c3a5a39c2ab12ec.jpg,0,test
OpenImagesDataset/test/20ca5cec6b4e013c.jpg,0,test
OpenImagesDataset/test/32cf96751bc7ab03.jpg,0,test
OpenImagesDataset/test/2871e243fc527d3a.jpg,0,test
OpenImagesDataset/test/fa1438b975af02f2.jpg,0,test
OpenImagesDataset/test/234f0d363cb11084.jpg,0,test
OpenImagesDataset/test/6a7217931094fe54.jpg,0,test
OpenImagesDataset/test/bd5fac6f4fe55e04.jpg,0,test
OpenImagesDataset/test/d472f8dd712a72ac.jpg,0,test
OpenImagesDataset/test/3420ae25e8521720.jpg,0,test
OpenImagesDataset/test/033a2d3f9eac6188.jpg,0,test
OpenImagesDataset/test/e00e719102d9fb61.jpg,0,test
OpenImagesDataset/test/abcca2f63256a430.jpg,0,test
OpenImagesDataset/test/f53b0c278026feab.jpg,0,test
OpenImagesDataset/test/99a38b934efdd521.jpg,0,test
OpenImagesDataset/test/22b039649111ffb6.jpg,0,test
OpenImagesDataset/test/d84fe45c283e292d.jpg,0,test
OpenImagesDataset/test/37901124c0527d2a.jpg,0,test
OpenImagesDataset/test/d8f865f115145553.jpg,0,test
OpenImagesDataset/test/d4562c749529c99b.jpg,0,test
OpenImagesDataset/test/cf792d90f4eed3d7.jpg,0,test
OpenImagesDataset/test/c940807fb360334f.jpg,0,test
OpenImagesDataset/test/ccf1711b302d86d7.jpg,0,test
OpenImagesDataset/test/bcda4a6cef225575.jpg,0,test
OpenImagesDataset/test/cc49e954ef6edccc.jpg,0,test
OpenImagesDataset/test/54afc762f0f19a06.jpg,0,test
OpenImagesDataset/test/0f97088f6695f3b6.jpg,0,test
OpenImagesDataset/test/895dbfa06f80d04b.jpg,0,test
OpenImagesDataset/test/bc1cab21b79505a6.jpg,0,test
OpenImagesDataset/test/15fd7f97c12b32be.jpg,0,test
OpenImagesDataset/test/dd6451640ba55619.jpg,0,test
OpenImagesDataset/test/47eea1cf189bc961.jpg,0,test
OpenImagesDataset/test/ecbf0928a3d6aff0.jpg,0,test
OpenImagesDataset/test/ae8f8a7358d0e64c.jpg,0,test
OpenImagesDataset/test/ee01c4c052a86aa0.jpg,0,test
OpenImagesDataset/test/24fdd026fabc5ac5.jpg,0,test
OpenImagesDataset/test/416ddc6595e1a9c8.jpg,0,test
OpenImagesDataset/test/4f9b845a11ba49a4.jpg,0,test
OpenImagesDataset/test/0dc9c6b1a0d95c70.jpg,0,test
OpenImagesDataset/test/0977359a93902547.jpg,0,test
OpenImagesDataset/test/bc84a4ac07f68e86.jpg,0,test
OpenImagesDataset/test/67a7f29f159b2211.jpg,0,test
OpenImagesDataset/test/8101f22ba6a4fb25.jpg,0,test
OpenImagesDataset/test/f0bd5e553feabe15.jpg,0,test
OpenImagesDataset/test/5fab97f9d2bbdc58.jpg,0,test
OpenImagesDataset/test/a96aea8b66ad08d5.jpg,0,test
OpenImagesDataset/test/01905f180fe41311.jpg,0,test
OpenImagesDataset/test/af0bee4a3c2c43ec.jpg,0,test
OpenImagesDataset/test/541b67f99829a063.jpg,0,test
OpenImagesDataset/test/625039581f4e8e13.jpg,0,test
OpenImagesDataset/test/83a0ba2786d01a90.jpg,0,test
OpenImagesDataset/test/1d33f79971824c1c.jpg,0,test
OpenImagesDataset/test/4c78cd030d7f408a.jpg,0,test
OpenImagesDataset/test/70ebf79467939e66.jpg,0,test
